"lncRNA","Cancer","gene_type","pathway","pval","padj","ES","NES","nMoreExtreme","size","sigValue"
"CTD-2516F10.2","ACC","antisense","REACTOME_NICOTINATE_METABOLISM",0.00100806451612903,0.0131048387096774,0.662285541693898,1.61476990421865,0,30,0.997983870967742
"CTD-2616J11.10","ACC","sense_intronic","REACTOME_NICOTINATE_METABOLISM",0.00200400801603206,0.0260521042084168,0.587419397987045,1.53066512154186,1,30,0.995991983967936
"CTD-2616J11.9","ACC","antisense","GOBP_NADH_REGENERATION",0.0021953896816685,0.0285400658616905,0.760409778284993,1.68871397635356,1,11,0.995609220636663
"CTD-3012A18.1","ACC","lincRNA","NAD metabolism, sirtuins and aging",0.00105042016806723,0.0136554621848739,0.738025799038392,1.70201807495421,0,10,0.997899159663866
"FLJ35934","ACC","lincRNA","GOBP_NADH_REGENERATION",0.00106837606837607,0.0138888888888889,0.771086201428254,1.65931223459845,0,11,0.997863247863248
"GRIK1-AS1","ACC","antisense","NAD metabolism, sirtuins and aging",0.00211864406779661,0.0275423728813559,0.769338528596177,1.7251046680338,1,10,0.995762711864407
"GS1-358P8.4","ACC","sense_overlapping","GOBP_NAD_METABOLIC_PROCESS",0.001998001998002,0.025974025974026,0.499669538318018,1.46211566216656,1,47,0.996003996003996
"HAS2-AS1","ACC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.001001001001001,0.013013013013013,0.684129718500598,1.77375066813737,0,47,0.997997997997998
"HAS2-AS1","ACC","antisense","GOBP_NADH_REGENERATION",0.0021505376344086,0.0139784946236559,0.795762275302105,1.735564336358,1,11,0.995698924731183
"KANSL1-AS1","ACC","antisense","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00201207243460765,0.0261569416498994,0.641517155188112,1.68793700555058,1,22,0.995975855130785
"LA16c-313D11.12","ACC","processed_transcript","GOBP_NAD_METABOLIC_PROCESS",0.000999000999000999,0.012987012987013,0.526411766739354,1.49447324258866,0,47,0.998001998001998
"LINC00520","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00101214574898785,0.0131578947368421,0.595349398780477,1.68456802558943,0,47,0.997975708502024
"LINC00637","ACC","lincRNA","NAD metabolism, sirtuins and aging",0.0021551724137931,0.0280172413793103,0.728169773181357,1.6984065180635,1,10,0.995689655172414
"LINC00921","ACC","lincRNA","NAD+ biosynthetic pathways",0.001001001001001,0.013013013013013,0.664910203475935,1.69822926387656,0,22,0.997997997997998
"LINC00921","ACC","lincRNA","NAD+ metabolism",0.00202224469160768,0.0131445904954499,0.681590262589938,1.67154773682793,1,16,0.995955510616785
"LINC01021","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00100603621730382,0.0065989847715736,0.65646345997378,1.65496303802259,0,47,0.997987927565392
"LINC01021","ACC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00101522842639594,0.0065989847715736,0.63878158543951,1.54769085405532,0,30,0.997969543147208
"LINC01483","ACC","lincRNA","GOBP_NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY",0.00242130750605327,0.0314769975786925,0.745402590871116,1.61780055771124,1,13,0.995157384987893
"LINC01515","ACC","lincRNA","GOBP_NADH_REGENERATION",0.00105374077976818,0.012987012987013,0.786872142686801,1.76309068124167,0,11,0.997892518440464
"LINC01515","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.001998001998002,0.012987012987013,0.553869486187408,1.4509729936696,1,47,0.996003996003996
"LINC01587","ACC","processed_transcript","GOBP_NAD_METABOLIC_PROCESS",0.000999000999000999,0.012987012987013,0.603345315378317,1.73715833349426,0,47,0.998001998001998
"LL22NC03-86G7.1","ACC","antisense","NAD metabolism, sirtuins and aging",0.00208333333333333,0.0270833333333333,0.767545554453901,1.65624443428017,1,10,0.995833333333333
"LPHN3-AS1","ACC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00224215246636771,0.0151869158878505,0.621159507617569,1.64916000491722,1,30,0.995515695067265
"LPHN3-AS1","ACC","antisense","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00233644859813084,0.0151869158878505,0.673484425043953,1.69338425545241,1,22,0.995327102803738
"LRP4-AS1","ACC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.000999000999000999,0.012987012987013,0.556167897473964,1.70430082637658,0,47,0.998001998001998
"MIR210HG","ACC","lincRNA","GOBP_NADH_REGENERATION",0.00103734439834025,0.00674273858921162,0.824109885177109,1.80449135710949,0,11,0.99792531120332
"MIR210HG","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.000999000999000999,0.00674273858921162,0.675185763692304,1.74846795155048,0,47,0.998001998001998
"MIR4458HG","ACC","lincRNA","GOBP_NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY",0.00208550573514077,0.02711157455683,0.708097391946956,1.72753011572071,1,13,0.995828988529718
"NNT-AS1","ACC","antisense","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.00200803212851406,0.0261044176706827,0.682526563503964,1.60172752753751,1,23,0.995983935742972
"PAQR9-AS1","ACC","antisense","NAD+ metabolism",0.00213447171824973,0.020397489539749,0.790495873436132,1.81656933969084,1,16,0.995731056563501
"PLS3-AS1","ACC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00101010101010101,0.0131313131313131,0.576948235244161,1.53182454402223,0,47,0.997979797979798
"PLS3-AS1","ACC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00204081632653061,0.013265306122449,0.622697993720098,1.58836934389917,1,30,0.995918367346939
"PRR34-AS1","ACC","antisense","GOBP_NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY",0.00107296137339056,0.0139484978540773,0.754904219210175,1.71962332471567,0,13,0.997854077253219
"RNASEH2B-AS1","ACC","antisense","NAD metabolism, sirtuins and aging",0.00209424083769634,0.0272251308900524,0.738389243016357,1.70982499737993,1,10,0.995811518324607
"RP1-100J12.1","ACC","antisense","NAD+ metabolism",0.00100806451612903,0.0131048387096774,0.629204720394869,1.61852540628631,0,16,0.997983870967742
"RP1-151B14.6","ACC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00202224469160768,0.0201446280991736,0.569438470817919,1.55933478041652,1,47,0.995955510616785
"RP1-193H18.3","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.000999000999000999,0.012987012987013,0.511152901462393,1.42878247931589,0,47,0.998001998001998
"RP1-244F24.1","ACC","antisense","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00100502512562814,0.0130653266331658,0.637516617381689,1.73645165128901,0,22,0.997989949748744
"RP1-28O10.1","ACC","antisense","REACTOME_NICOTINATE_METABOLISM",0.00212314225053079,0.0276008492569002,0.664745837197795,1.6693120472624,1,30,0.995753715498938
"RP11-103J17.2","ACC","processed_transcript","GOBP_NAD_METABOLIC_PROCESS",0.00100603621730382,0.0130784708249497,0.598654126211385,1.6233777106874,0,47,0.997987927565392
"RP11-111J6.2","ACC","lincRNA","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.00101419878296146,0.013184584178499,0.726815295054637,1.92804646137953,0,23,0.997971602434077
"RP11-112L6.2","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.000999000999000999,0.012987012987013,0.647844910309114,1.81116379876601,0,47,0.998001998001998
"RP11-116D17.5","ACC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00201005025125628,0.0261306532663317,0.625330067196744,1.60168684159107,1,30,0.995979899497487
"RP11-118K6.3","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.001998001998002,0.012987012987013,0.588713370626624,1.55636192844938,1,47,0.996003996003996
"RP11-118K6.3","ACC","lincRNA","GOBP_NADH_REGENERATION",0.00107874865156419,0.012987012987013,0.817250272344389,1.79607299755929,0,11,0.997842502696872
"RP11-1193F23.1","ACC","TEC","GOBP_NAD_METABOLIC_PROCESS",0.00202224469160768,0.0201446280991736,0.582993034635024,1.48868894283562,1,47,0.995955510616785
"RP11-126K1.9","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00104931794333683,0.0136411332633788,0.560259664191848,1.59069654480588,0,47,0.997901364113326
"RP11-131L12.4","ACC","lincRNA","GOBP_NADH_OXIDATION",0.00241545893719807,0.0314009661835749,0.876698205944096,1.69533765936551,1,6,0.995169082125604
"RP11-134G8.7","ACC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00200400801603206,0.0260521042084168,0.598206147722464,1.55990184253028,1,30,0.995991983967936
"RP11-134K13.4","ACC","lincRNA","GOBP_NADH_REGENERATION",0.00201207243460765,0.0261569416498994,-0.76885339130677,-1.71733996668259,0,11,-0.995975855130785
"RP11-135A1.2","ACC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00192678227360308,0.0235934664246824,-0.547287367291157,-1.84333505044561,0,47,-0.996146435452794
"RP11-13K12.5","ACC","lincRNA","GOBP_NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY",0.00111358574610245,0.0144766146993318,-0.786748871544913,-1.84375506555316,0,13,-0.997772828507795
"RP11-159K7.2","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.002,0.013,0.60720381320794,1.5348477649661,1,47,0.996
"RP11-159K7.2","ACC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00100704934541793,0.013,0.663423354129722,1.60797133382434,0,30,0.997985901309164
"RP11-15B17.4","ACC","TEC","GOBP_NADH_METABOLIC_PROCESS",0.00182481751824818,0.0237226277372263,-0.598593001968009,-1.77839765979107,0,30,-0.996350364963504
"RP11-179A10.1","ACC","lincRNA","GOBP_NADH_OXIDATION",0.00124069478908189,0.0161290322580645,0.894872996290752,1.64148855754411,0,6,0.997518610421836
"RP11-182J1.1","ACC","antisense","NAD metabolism, sirtuins and aging",0.00105932203389831,0.013771186440678,0.743365402441043,1.67245670521772,0,10,0.997881355932203
"RP11-185E8.1","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.001998001998002,0.0130522088353414,0.605973746711049,1.62074926139461,1,47,0.996003996003996
"RP11-185E8.1","ACC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00200803212851406,0.0130522088353414,0.612477889424156,1.57676839532688,1,30,0.995983935742972
"RP11-190A12.8","ACC","antisense","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00238095238095238,0.030952380952381,-0.649689775036284,-1.85640923143018,0,22,-0.995238095238095
"RP11-20I23.13","ACC","antisense","NAD+ metabolism",0.00203873598369011,0.0265035677879715,0.65036341064729,1.69448401573194,1,16,0.99592252803262
"RP11-225H22.7","ACC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00100200400801603,0.0130260521042084,0.59261448240855,1.55608930999086,0,30,0.997995991983968
"RP11-256L11.3","ACC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.001998001998002,0.025974025974026,0.516753931098892,1.47307440705837,1,47,0.996003996003996
"RP11-283C24.1","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.000999000999000999,0.012987012987013,0.61091097098834,1.61608092364641,0,47,0.998001998001998
"RP11-285F16.1","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00154559505409583,0.0200927357032458,0.614013531571027,1.90955766901442,0,47,0.996908809891808
"RP11-288L9.4","ACC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.000999000999000999,0.012987012987013,0.542833150665021,1.55582467098493,0,47,0.998001998001998
"RP11-2G1.1","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.001998001998002,0.025974025974026,0.54698565178264,1.47861122168461,1,47,0.996003996003996
"RP11-310E22.4","ACC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00216216216216216,0.0281081081081081,0.64072434344406,1.64433116202319,1,30,0.995675675675676
"RP11-328N19.1","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.001998001998002,0.025974025974026,0.545164933964327,1.56770157923122,1,47,0.996003996003996
"RP11-330M19.1","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.000999000999000999,0.012987012987013,0.600347833063807,1.63714234964917,0,47,0.998001998001998
"RP11-332H14.1","ACC","lincRNA","GOBP_NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY",0.00110497237569061,0.0143646408839779,0.784699621788469,1.75513490193841,0,13,0.997790055248619
"RP11-350G8.5","ACC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00105042016806723,0.0136554621848739,0.657528085617718,1.65943318256435,0,30,0.997899159663866
"RP11-353K11.1","ACC","lincRNA","NAD+ metabolism",0.00203873598369011,0.0261044176706827,0.677574454865448,1.68700236623615,1,16,0.99592252803262
"RP11-354A14.1","ACC","lincRNA","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00249376558603491,0.0324189526184539,-0.645773980828219,-1.71855401626678,1,22,-0.99501246882793
"RP11-383C6.2","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00118203309692671,0.0153664302600473,-0.612086580881397,-1.81828087005767,0,47,-0.997635933806147
"RP11-38L15.3","ACC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.001998001998002,0.025974025974026,0.532663618016953,1.52183692053633,1,47,0.996003996003996
"RP11-392P7.6","ACC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00210748155953635,0.0273972602739726,0.66384068153364,1.63377627742772,1,30,0.995785036880927
"RP11-395G23.3","ACC","lincRNA","GOBP_NADH_REGENERATION",0.00213447171824973,0.0277481323372465,0.77787228483694,1.65422673531805,1,11,0.995731056563501
"RP11-424M24.3","ACC","TEC","GOBP_NADH_REGENERATION",0.00116414435389988,0.0151338766006985,0.765337649002359,1.69402642268981,0,11,0.9976717112922
"RP11-436K8.1","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.000999000999000999,0.012987012987013,0.511757910726795,1.51345063419356,0,47,0.998001998001998
"RP11-442O1.4","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00206185567010309,0.0268041237113402,0.583718293285375,1.5839421348131,1,47,0.995876288659794
"RP11-452H21.1","ACC","antisense","NAD+ biosynthetic pathways",0.00209863588667366,0.0272822665267576,0.645239393776001,1.65661964875561,1,22,0.995802728226653
"RP11-467J12.4","ACC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00104493207941484,0.0135841170323929,0.593387822577703,1.55211762096581,0,47,0.99791013584117
"RP11-472N13.3","ACC","lincRNA","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.00206611570247934,0.0268595041322314,0.72910134594688,1.65936093363545,1,22,0.995867768595041
"RP11-473O4.5","ACC","antisense","GOBP_NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY",0.00103305785123967,0.0134297520661157,0.760136246026832,1.68145217188733,0,13,0.997933884297521
"RP11-499E18.1","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.000999000999000999,0.012987012987013,0.632676133257063,1.73694516978773,0,47,0.998001998001998
"RP11-506K6.4","ACC","antisense","NAD metabolism, sirtuins and aging",0.00105820105820106,0.0137566137566138,0.781042300764023,1.77003207679872,0,10,0.997883597883598
"RP11-508N22.13","ACC","lincRNA","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.00113378684807256,0.00491307634164777,-0.696996339301563,-1.79862490278946,0,23,-0.997732426303855
"RP11-508N22.13","ACC","lincRNA","REACTOME_NICOTINATE_METABOLISM",0.00111358574610245,0.00491307634164777,-0.638848549674865,-1.72103392535758,0,30,-0.997772828507795
"RP11-508N22.13","ACC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00111358574610245,0.00491307634164777,-0.622522467506722,-1.67705207505229,0,30,-0.997772828507795
"RP11-520H14.7","ACC","TEC","GOBP_NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY",0.00203252032520325,0.0264227642276423,0.729538763400244,1.72828304771518,1,13,0.995934959349594
"RP11-527F13.1","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.001998001998002,0.0205913410770855,0.544928805760045,1.5270783668841,1,47,0.996003996003996
"RP11-547D13.1","ACC","TEC","NAD metabolism, sirtuins and aging",0.00208333333333333,0.0270833333333333,0.78428914735875,1.68112176934735,1,10,0.995833333333333
"RP11-54H7.4","ACC","lincRNA","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.00100603621730382,0.0130784708249497,0.65798901045351,1.64151483893992,0,23,0.997987927565392
"RP11-574K11.32","ACC","TEC","WP_NAD_BIOSYNTHESIS_II_FROM_TRYPTOPHAN",0.00106044538706257,0.0137857900318134,0.834401201690466,1.69532081619161,0,8,0.997879109225875
"RP11-588G21.2","ACC","antisense","GOBP_NADH_OXIDATION",0.00116550116550117,0.0151515151515152,0.855933882514986,1.63139823034613,0,6,0.997668997668998
"RP11-600F24.7","ACC","antisense","NAD metabolism, sirtuins and aging",0.00209205020920502,0.0271966527196653,0.763769581494095,1.67536638585477,1,10,0.99581589958159
"RP11-618L22.1","ACC","lincRNA","GOBP_NADH_METABOLIC_PROCESS",0.00173310225303293,0.0225303292894281,0.628004988427028,1.79655609930834,0,30,0.996533795493934
"RP11-680B3.2","ACC","antisense","NAD+ metabolism",0.00247218788627936,0.0321384425216316,-0.690383977183044,-1.66969640261804,1,16,-0.995055624227441
"RP11-728G15.1","ACC","antisense","GOBP_NAD_BIOSYNTHETIC_PROCESS",0.00207900207900208,0.027027027027027,0.642976587759876,1.56892442089854,1,28,0.995841995841996
"RP11-73E17.2","ACC","antisense","NAD+ metabolism",0.00201612903225806,0.0196177062374245,0.690057836723164,1.61618922472067,1,16,0.995967741935484
"RP11-783K16.5","ACC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.000999000999000999,0.012987012987013,0.612987662695998,1.62840269964193,0,47,0.998001998001998
"RP11-785D18.3","ACC","antisense","GOBP_NAD_BIOSYNTHETIC_PROCESS",0.00101522842639594,0.00462962962962963,0.612006110096845,1.6455829376531,0,28,0.997969543147208
"RP11-785D18.3","ACC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00100401606425703,0.00462962962962963,0.536258763325309,1.53158647218247,0,47,0.997991967871486
"RP11-785D18.3","ACC","antisense","GOBP_NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY",0.00106837606837607,0.00462962962962963,0.792613741038904,1.90542385727256,0,13,0.997863247863248
"RP11-789C17.5","ACC","antisense","GOBP_NADH_METABOLIC_PROCESS",0.00180505415162455,0.01183970856102,-0.617830708558585,-1.90288251208454,0,30,-0.996389891696751
"RP11-789C17.5","ACC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00182149362477231,0.01183970856102,-0.551597765881226,-1.8321214145435,0,47,-0.996357012750455
"RP11-794G24.1","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.000999000999000999,0.012987012987013,0.537371273108228,1.57154400015645,0,47,0.998001998001998
"RP11-798M19.6","ACC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.001998001998002,0.025974025974026,0.527725597573084,1.51559198354709,1,47,0.996003996003996
"RP11-80H8.4","ACC","processed_transcript","GOBP_NAD_METABOLIC_PROCESS",0.001998001998002,0.025974025974026,0.533483500337748,1.58953526123072,1,47,0.996003996003996
"RP11-86H7.7","ACC","lincRNA","NAD+ metabolism",0.00204708290685773,0.0266120777891505,0.710414935932009,1.65469548862548,1,16,0.995905834186285
"RP11-99E15.2","ACC","lincRNA","GOBP_NADH_REGENERATION",0.00206185567010309,0.0268041237113402,0.734056130601389,1.68267883536116,1,11,0.995876288659794
"RP13-152O15.5","ACC","antisense","NAD metabolism, sirtuins and aging",0.00209863588667366,0.0272822665267576,0.714762125584949,1.64116967880486,1,10,0.995802728226653
"RP13-638C3.3","ACC","antisense","GOBP_NADH_REGENERATION",0.00206398348813209,0.0268317853457172,0.732225730817626,1.73506504780259,1,11,0.995872033023736
"RP13-895J2.6","ACC","lincRNA","GOBP_NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY",0.00104275286757039,0.013555787278415,0.694619659095529,1.69676811275954,0,13,0.997914494264859
"RP4-610C12.4","ACC","lincRNA","GOBP_NAD_METABOLIC_PROCESS",0.00203252032520325,0.0264227642276423,-0.55245854762637,-1.84823786227607,0,47,-0.995934959349594
"RP4-612B15.3","ACC","antisense","NAD+ metabolism",0.00100908173562059,0.0131180625630676,0.681517736183112,1.60875686861078,0,16,0.997981836528759
"RP4-657D16.6","ACC","antisense","GOBP_NAD_METABOLIC_PROCESS",0.00129032258064516,0.0167741935483871,-0.617179838213878,-1.83206422218843,0,47,-0.99741935483871
"RP4-676L2.1","ACC","sense_overlapping","GOBP_NADH_REGENERATION",0.00211193241816262,0.0260521042084168,0.756614890821121,1.71684876531561,1,11,0.995776135163675
"RP4-782L23.1","ACC","lincRNA","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence",0.0022883295194508,0.0297482837528604,-0.647623174773443,-1.74604431063383,1,22,-0.995423340961098
